id,category,text,buckwalter,phonemes,ipa,gold_ipa,exact_match,normalized_match,status,error
5420,verbal_sentence_perfect,الشَّمْسُ خَرَجَ الصَّوْتَ,Al$~amosu xaraja AlS~awota,a $$ a m s u0 + x A r a j a + SS A w t a,aʃˈʃamsu xɑraʤasˤˈsˤɑwta,,,,PASS,
5421,verbal_sentence_perfect,الشَّمْسُ خَرَجَ الْقَلْبَ,Al$~amosu xaraja Aloqaloba,a $$ a m s u0 + x A r a j a + l q A l b a,aʃˈʃamsu xɑraʤalˈqɑlba,,,,PASS,
5422,verbal_sentence_perfect,الشَّمْسُ خَرَجَ الْمَكْتَبَ,Al$~amosu xaraja Alomakotaba,a $$ a m s u0 + x A r a j a + l m a k t a b a,aʃˈʃamsu xɑraʤalˈmaktaba,,,,PASS,
5423,verbal_sentence_perfect,الشَّمْسُ خَرَجَ الشَّارِعَ,Al$~amosu xaraja Al$~aAriEa,a $$ a m s u0 + x A r a j a + $$ aa r i0 E a,aʃˈʃamsu xɑraʤaʃˈʃaːriʕa,,,,PASS,
5424,verbal_sentence_perfect,الشَّمْسُ خَرَجَ الْمَسْجِدَ,Al$~amosu xaraja Alomasojida,a $$ a m s u0 + x A r a j a + l m a s j i0 d a,aʃˈʃamsu xɑraʤalˈmasʤida,,,,PASS,
5425,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْكِتَابَ,Al$~amosu fataHa AlokitaAba,a $$ a m s u0 + f a t a H a + l k i0 t aa b a,aʃˈʃamsu fataħalkiˈtaːba,,,,PASS,
5426,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْبَيْتَ,Al$~amosu fataHa Alobayota,a $$ a m s u0 + f a t a H a + l b a y t a,aʃˈʃamsu fataħalˈbajta,,,,PASS,
5427,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْقَلَمَ,Al$~amosu fataHa Aloqalama,a $$ a m s u0 + f a t a H a + l q A l a m a,aʃˈʃamsu fataˈħalqɑlama,,,,PASS,
5428,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْبَابَ,Al$~amosu fataHa AlobaAba,a $$ a m s u0 + f a t a H a + l b aa b a,aʃˈʃamsu fataħalˈbaːba,,,,PASS,
5429,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْفَصْلَ,Al$~amosu fataHa AlofaSola,a $$ a m s u0 + f a t a H a + l f A S l a,aʃˈʃamsu fataħalˈfɑsˤla,,,,PASS,
5430,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الطَّرِيقَ,Al$~amosu fataHa AlT~ariyqa,a $$ a m s u0 + f a t a H a + TT A r ii0 q A,aʃˈʃamsu fataħatˤːɑˈriːqɑ,,,,PASS,
5431,verbal_sentence_perfect,الشَّمْسُ فَتَحَ النُّورَ,Al$~amosu fataHa Aln~uwra,a $$ a m s u0 + f a t a H a + nn uu0 r a,aʃˈʃamsu fataħanˈnuːra,,,,PASS,
5432,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الصَّوْتَ,Al$~amosu fataHa AlS~awota,a $$ a m s u0 + f a t a H a + SS A w t a,aʃˈʃamsu fataħasˤˈsˤɑwta,,,,PASS,
5433,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْقَلْبَ,Al$~amosu fataHa Aloqaloba,a $$ a m s u0 + f a t a H a + l q A l b a,aʃˈʃamsu fataħalˈqɑlba,,,,PASS,
5434,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْمَكْتَبَ,Al$~amosu fataHa Alomakotaba,a $$ a m s u0 + f a t a H a + l m a k t a b a,aʃˈʃamsu fataħalˈmaktaba,,,,PASS,
5435,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الشَّارِعَ,Al$~amosu fataHa Al$~aAriEa,a $$ a m s u0 + f a t a H a + $$ aa r i0 E a,aʃˈʃamsu fataħaʃˈʃaːriʕa,,,,PASS,
5436,verbal_sentence_perfect,الشَّمْسُ فَتَحَ الْمَسْجِدَ,Al$~amosu fataHa Alomasojida,a $$ a m s u0 + f a t a H a + l m a s j i0 d a,aʃˈʃamsu fataħalˈmasʤida,,,,PASS,
5437,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْكِتَابَ,Al$~amosu gasala AlokitaAba,a $$ a m s u0 + g A s a l a + l k i0 t aa b a,aʃˈʃamsu ɣɑsalalkiˈtaːba,,,,PASS,
5438,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْبَيْتَ,Al$~amosu gasala Alobayota,a $$ a m s u0 + g A s a l a + l b a y t a,aʃˈʃamsu ɣɑsalalˈbajta,,,,PASS,
5439,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْقَلَمَ,Al$~amosu gasala Aloqalama,a $$ a m s u0 + g A s a l a + l q A l a m a,aʃˈʃamsu ɣɑsaˈlalqɑlama,,,,PASS,
5440,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْبَابَ,Al$~amosu gasala AlobaAba,a $$ a m s u0 + g A s a l a + l b aa b a,aʃˈʃamsu ɣɑsalalˈbaːba,,,,PASS,
5441,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْفَصْلَ,Al$~amosu gasala AlofaSola,a $$ a m s u0 + g A s a l a + l f A S l a,aʃˈʃamsu ɣɑsalalˈfɑsˤla,,,,PASS,
5442,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الطَّرِيقَ,Al$~amosu gasala AlT~ariyqa,a $$ a m s u0 + g A s a l a + TT A r ii0 q A,aʃˈʃamsu ɣɑsalatˤːɑˈriːqɑ,,,,PASS,
5443,verbal_sentence_perfect,الشَّمْسُ غَسَلَ النُّورَ,Al$~amosu gasala Aln~uwra,a $$ a m s u0 + g A s a l a + nn uu0 r a,aʃˈʃamsu ɣɑsalanˈnuːra,,,,PASS,
5444,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الصَّوْتَ,Al$~amosu gasala AlS~awota,a $$ a m s u0 + g A s a l a + SS A w t a,aʃˈʃamsu ɣɑsalasˤˈsˤɑwta,,,,PASS,
5445,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْقَلْبَ,Al$~amosu gasala Aloqaloba,a $$ a m s u0 + g A s a l a + l q A l b a,aʃˈʃamsu ɣɑsalalˈqɑlba,,,,PASS,
5446,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْمَكْتَبَ,Al$~amosu gasala Alomakotaba,a $$ a m s u0 + g A s a l a + l m a k t a b a,aʃˈʃamsu ɣɑsalalˈmaktaba,,,,PASS,
5447,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الشَّارِعَ,Al$~amosu gasala Al$~aAriEa,a $$ a m s u0 + g A s a l a + $$ aa r i0 E a,aʃˈʃamsu ɣɑsalaʃˈʃaːriʕa,,,,PASS,
5448,verbal_sentence_perfect,الشَّمْسُ غَسَلَ الْمَسْجِدَ,Al$~amosu gasala Alomasojida,a $$ a m s u0 + g A s a l a + l m a s j i0 d a,aʃˈʃamsu ɣɑsalalˈmasʤida,,,,PASS,
5449,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْكِتَابَ,Al$~amosu Eal~ama AlokitaAba,a $$ a m s u0 + E a ll a m a + l k i0 t aa b a,aʃˈʃamsu ʕalːamalkiˈtaːba,,,,PASS,
5450,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْبَيْتَ,Al$~amosu Eal~ama Alobayota,a $$ a m s u0 + E a ll a m a + l b a y t a,aʃˈʃamsu ʕalːamalˈbajta,,,,PASS,
5451,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْقَلَمَ,Al$~amosu Eal~ama Aloqalama,a $$ a m s u0 + E a ll a m a + l q A l a m a,aʃˈʃamsu ʕalːaˈmalqɑlama,,,,PASS,
5452,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْبَابَ,Al$~amosu Eal~ama AlobaAba,a $$ a m s u0 + E a ll a m a + l b aa b a,aʃˈʃamsu ʕalːamalˈbaːba,,,,PASS,
5453,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْفَصْلَ,Al$~amosu Eal~ama AlofaSola,a $$ a m s u0 + E a ll a m a + l f A S l a,aʃˈʃamsu ʕalːamalˈfɑsˤla,,,,PASS,
5454,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الطَّرِيقَ,Al$~amosu Eal~ama AlT~ariyqa,a $$ a m s u0 + E a ll a m a + TT A r ii0 q A,aʃˈʃamsu ʕalːamatˤːɑˈriːqɑ,,,,PASS,
5455,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ النُّورَ,Al$~amosu Eal~ama Aln~uwra,a $$ a m s u0 + E a ll a m a + nn uu0 r a,aʃˈʃamsu ʕalːamanˈnuːra,,,,PASS,
5456,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الصَّوْتَ,Al$~amosu Eal~ama AlS~awota,a $$ a m s u0 + E a ll a m a + SS A w t a,aʃˈʃamsu ʕalːamasˤˈsˤɑwta,,,,PASS,
5457,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْقَلْبَ,Al$~amosu Eal~ama Aloqaloba,a $$ a m s u0 + E a ll a m a + l q A l b a,aʃˈʃamsu ʕalːamalˈqɑlba,,,,PASS,
5458,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْمَكْتَبَ,Al$~amosu Eal~ama Alomakotaba,a $$ a m s u0 + E a ll a m a + l m a k t a b a,aʃˈʃamsu ʕalːamalˈmaktaba,,,,PASS,
5459,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الشَّارِعَ,Al$~amosu Eal~ama Al$~aAriEa,a $$ a m s u0 + E a ll a m a + $$ aa r i0 E a,aʃˈʃamsu ʕalːamaʃˈʃaːriʕa,,,,PASS,
5460,verbal_sentence_perfect,الشَّمْسُ عَلَّمَ الْمَسْجِدَ,Al$~amosu Eal~ama Alomasojida,a $$ a m s u0 + E a ll a m a + l m a s j i0 d a,aʃˈʃamsu ʕalːamalˈmasʤida,,,,PASS,
5461,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْكِتَابَ,Al$~amosu dar~asa AlokitaAba,a $$ a m s u0 + d a rr a s a + l k i0 t aa b a,aʃˈʃamsu darːasalkiˈtaːba,,,,PASS,
5462,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْبَيْتَ,Al$~amosu dar~asa Alobayota,a $$ a m s u0 + d a rr a s a + l b a y t a,aʃˈʃamsu darːasalˈbajta,,,,PASS,
5463,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْقَلَمَ,Al$~amosu dar~asa Aloqalama,a $$ a m s u0 + d a rr a s a + l q A l a m a,aʃˈʃamsu darːaˈsalqɑlama,,,,PASS,
5464,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْبَابَ,Al$~amosu dar~asa AlobaAba,a $$ a m s u0 + d a rr a s a + l b aa b a,aʃˈʃamsu darːasalˈbaːba,,,,PASS,
5465,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْفَصْلَ,Al$~amosu dar~asa AlofaSola,a $$ a m s u0 + d a rr a s a + l f A S l a,aʃˈʃamsu darːasalˈfɑsˤla,,,,PASS,
5466,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الطَّرِيقَ,Al$~amosu dar~asa AlT~ariyqa,a $$ a m s u0 + d a rr a s a + TT A r ii0 q A,aʃˈʃamsu darːasatˤːɑˈriːqɑ,,,,PASS,
5467,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ النُّورَ,Al$~amosu dar~asa Aln~uwra,a $$ a m s u0 + d a rr a s a + nn uu0 r a,aʃˈʃamsu darːasanˈnuːra,,,,PASS,
5468,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الصَّوْتَ,Al$~amosu dar~asa AlS~awota,a $$ a m s u0 + d a rr a s a + SS A w t a,aʃˈʃamsu darːasasˤˈsˤɑwta,,,,PASS,
5469,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْقَلْبَ,Al$~amosu dar~asa Aloqaloba,a $$ a m s u0 + d a rr a s a + l q A l b a,aʃˈʃamsu darːasalˈqɑlba,,,,PASS,
5470,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْمَكْتَبَ,Al$~amosu dar~asa Alomakotaba,a $$ a m s u0 + d a rr a s a + l m a k t a b a,aʃˈʃamsu darːasalˈmaktaba,,,,PASS,
5471,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الشَّارِعَ,Al$~amosu dar~asa Al$~aAriEa,a $$ a m s u0 + d a rr a s a + $$ aa r i0 E a,aʃˈʃamsu darːasaʃˈʃaːriʕa,,,,PASS,
5472,verbal_sentence_perfect,الشَّمْسُ دَرَّسَ الْمَسْجِدَ,Al$~amosu dar~asa Alomasojida,a $$ a m s u0 + d a rr a s a + l m a s j i0 d a,aʃˈʃamsu darːasalˈmasʤida,,,,PASS,
5473,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْكِتَابَ,Al$~amosu Aisotaxodama AlokitaAba,a $$ a m s u0 + i0 s t a x d a m a + l k i0 t aa b a,aʃˈʃamsu istaxdamalkiˈtaːba,,,,PASS,
5474,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْبَيْتَ,Al$~amosu Aisotaxodama Alobayota,a $$ a m s u0 + i0 s t a x d a m a + l b a y t a,aʃˈʃamsu istaxdamalˈbajta,,,,PASS,
5475,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْقَلَمَ,Al$~amosu Aisotaxodama Aloqalama,a $$ a m s u0 + i0 s t a x d a m a + l q A l a m a,aʃˈʃamsu istaxdaˈmalqɑlama,,,,PASS,
5476,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْبَابَ,Al$~amosu Aisotaxodama AlobaAba,a $$ a m s u0 + i0 s t a x d a m a + l b aa b a,aʃˈʃamsu istaxdamalˈbaːba,,,,PASS,
5477,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْفَصْلَ,Al$~amosu Aisotaxodama AlofaSola,a $$ a m s u0 + i0 s t a x d a m a + l f A S l a,aʃˈʃamsu istaxdamalˈfɑsˤla,,,,PASS,
5478,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الطَّرِيقَ,Al$~amosu Aisotaxodama AlT~ariyqa,a $$ a m s u0 + i0 s t a x d a m a + TT A r ii0 q A,aʃˈʃamsu istaxdamatˤːɑˈriːqɑ,,,,PASS,
5479,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ النُّورَ,Al$~amosu Aisotaxodama Aln~uwra,a $$ a m s u0 + i0 s t a x d a m a + nn uu0 r a,aʃˈʃamsu istaxdamanˈnuːra,,,,PASS,
5480,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الصَّوْتَ,Al$~amosu Aisotaxodama AlS~awota,a $$ a m s u0 + i0 s t a x d a m a + SS A w t a,aʃˈʃamsu istaxdamasˤˈsˤɑwta,,,,PASS,
5481,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْقَلْبَ,Al$~amosu Aisotaxodama Aloqaloba,a $$ a m s u0 + i0 s t a x d a m a + l q A l b a,aʃˈʃamsu istaxdamalˈqɑlba,,,,PASS,
5482,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْمَكْتَبَ,Al$~amosu Aisotaxodama Alomakotaba,a $$ a m s u0 + i0 s t a x d a m a + l m a k t a b a,aʃˈʃamsu istaxdamalˈmaktaba,,,,PASS,
5483,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الشَّارِعَ,Al$~amosu Aisotaxodama Al$~aAriEa,a $$ a m s u0 + i0 s t a x d a m a + $$ aa r i0 E a,aʃˈʃamsu istaxdamaʃˈʃaːriʕa,,,,PASS,
5484,verbal_sentence_perfect,الشَّمْسُ اِسْتَخْدَمَ الْمَسْجِدَ,Al$~amosu Aisotaxodama Alomasojida,a $$ a m s u0 + i0 s t a x d a m a + l m a s j i0 d a,aʃˈʃamsu istaxdamalˈmasʤida,,,,PASS,
5485,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْكِتَابَ,Aloqamaru kataba AlokitaAba,a l q A m a r u0 + k a t a b a + l k i0 t aa b a,ˈalqɑmaru katabalkiˈtaːba,,,,PASS,
5486,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْبَيْتَ,Aloqamaru kataba Alobayota,a l q A m a r u0 + k a t a b a + l b a y t a,ˈalqɑmaru katabalˈbajta,,,,PASS,
5487,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْقَلَمَ,Aloqamaru kataba Aloqalama,a l q A m a r u0 + k a t a b a + l q A l a m a,ˈalqɑmaru kataˈbalqɑlama,,,,PASS,
5488,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْبَابَ,Aloqamaru kataba AlobaAba,a l q A m a r u0 + k a t a b a + l b aa b a,ˈalqɑmaru katabalˈbaːba,,,,PASS,
5489,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْفَصْلَ,Aloqamaru kataba AlofaSola,a l q A m a r u0 + k a t a b a + l f A S l a,ˈalqɑmaru katabalˈfɑsˤla,,,,PASS,
5490,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الطَّرِيقَ,Aloqamaru kataba AlT~ariyqa,a l q A m a r u0 + k a t a b a + TT A r ii0 q A,ˈalqɑmaru katabatˤːɑˈriːqɑ,,,,PASS,
5491,verbal_sentence_perfect,الْقَمَرُ كَتَبَ النُّورَ,Aloqamaru kataba Aln~uwra,a l q A m a r u0 + k a t a b a + nn uu0 r a,ˈalqɑmaru katabanˈnuːra,,,,PASS,
5492,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الصَّوْتَ,Aloqamaru kataba AlS~awota,a l q A m a r u0 + k a t a b a + SS A w t a,ˈalqɑmaru katabasˤˈsˤɑwta,,,,PASS,
5493,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْقَلْبَ,Aloqamaru kataba Aloqaloba,a l q A m a r u0 + k a t a b a + l q A l b a,ˈalqɑmaru katabalˈqɑlba,,,,PASS,
5494,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْمَكْتَبَ,Aloqamaru kataba Alomakotaba,a l q A m a r u0 + k a t a b a + l m a k t a b a,ˈalqɑmaru katabalˈmaktaba,,,,PASS,
5495,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الشَّارِعَ,Aloqamaru kataba Al$~aAriEa,a l q A m a r u0 + k a t a b a + $$ aa r i0 E a,ˈalqɑmaru katabaʃˈʃaːriʕa,,,,PASS,
5496,verbal_sentence_perfect,الْقَمَرُ كَتَبَ الْمَسْجِدَ,Aloqamaru kataba Alomasojida,a l q A m a r u0 + k a t a b a + l m a s j i0 d a,ˈalqɑmaru katabalˈmasʤida,,,,PASS,
5497,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْكِتَابَ,Aloqamaru qara>a AlokitaAba,a l q A m a r u0 + q A r a < a + l k i0 t aa b a,ˈalqɑmaru qɑraʔalkiˈtaːba,,,,PASS,
5498,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْبَيْتَ,Aloqamaru qara>a Alobayota,a l q A m a r u0 + q A r a < a + l b a y t a,ˈalqɑmaru qɑraʔalˈbajta,,,,PASS,
5499,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْقَلَمَ,Aloqamaru qara>a Aloqalama,a l q A m a r u0 + q A r a < a + l q A l a m a,ˈalqɑmaru qɑraˈʔalqɑlama,,,,PASS,
5500,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْبَابَ,Aloqamaru qara>a AlobaAba,a l q A m a r u0 + q A r a < a + l b aa b a,ˈalqɑmaru qɑraʔalˈbaːba,,,,PASS,
5501,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْفَصْلَ,Aloqamaru qara>a AlofaSola,a l q A m a r u0 + q A r a < a + l f A S l a,ˈalqɑmaru qɑraʔalˈfɑsˤla,,,,PASS,
5502,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الطَّرِيقَ,Aloqamaru qara>a AlT~ariyqa,a l q A m a r u0 + q A r a < a + TT A r ii0 q A,ˈalqɑmaru qɑraʔatˤːɑˈriːqɑ,,,,PASS,
5503,verbal_sentence_perfect,الْقَمَرُ قَرَأَ النُّورَ,Aloqamaru qara>a Aln~uwra,a l q A m a r u0 + q A r a < a + nn uu0 r a,ˈalqɑmaru qɑraʔanˈnuːra,,,,PASS,
5504,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الصَّوْتَ,Aloqamaru qara>a AlS~awota,a l q A m a r u0 + q A r a < a + SS A w t a,ˈalqɑmaru qɑraʔasˤˈsˤɑwta,,,,PASS,
5505,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْقَلْبَ,Aloqamaru qara>a Aloqaloba,a l q A m a r u0 + q A r a < a + l q A l b a,ˈalqɑmaru qɑraʔalˈqɑlba,,,,PASS,
5506,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْمَكْتَبَ,Aloqamaru qara>a Alomakotaba,a l q A m a r u0 + q A r a < a + l m a k t a b a,ˈalqɑmaru qɑraʔalˈmaktaba,,,,PASS,
5507,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الشَّارِعَ,Aloqamaru qara>a Al$~aAriEa,a l q A m a r u0 + q A r a < a + $$ aa r i0 E a,ˈalqɑmaru qɑraʔaʃˈʃaːriʕa,,,,PASS,
5508,verbal_sentence_perfect,الْقَمَرُ قَرَأَ الْمَسْجِدَ,Aloqamaru qara>a Alomasojida,a l q A m a r u0 + q A r a < a + l m a s j i0 d a,ˈalqɑmaru qɑraʔalˈmasʤida,,,,PASS,
5509,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْكِتَابَ,Aloqamaru samiEa AlokitaAba,a l q A m a r u0 + s a m i0 E a + l k i0 t aa b a,ˈalqɑmaru samiʕalkiˈtaːba,,,,PASS,
5510,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْبَيْتَ,Aloqamaru samiEa Alobayota,a l q A m a r u0 + s a m i0 E a + l b a y t a,ˈalqɑmaru samiʕalˈbajta,,,,PASS,
5511,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْقَلَمَ,Aloqamaru samiEa Aloqalama,a l q A m a r u0 + s a m i0 E a + l q A l a m a,ˈalqɑmaru samiˈʕalqɑlama,,,,PASS,
5512,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْبَابَ,Aloqamaru samiEa AlobaAba,a l q A m a r u0 + s a m i0 E a + l b aa b a,ˈalqɑmaru samiʕalˈbaːba,,,,PASS,
5513,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْفَصْلَ,Aloqamaru samiEa AlofaSola,a l q A m a r u0 + s a m i0 E a + l f A S l a,ˈalqɑmaru samiʕalˈfɑsˤla,,,,PASS,
5514,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الطَّرِيقَ,Aloqamaru samiEa AlT~ariyqa,a l q A m a r u0 + s a m i0 E a + TT A r ii0 q A,ˈalqɑmaru samiʕatˤːɑˈriːqɑ,,,,PASS,
5515,verbal_sentence_perfect,الْقَمَرُ سَمِعَ النُّورَ,Aloqamaru samiEa Aln~uwra,a l q A m a r u0 + s a m i0 E a + nn uu0 r a,ˈalqɑmaru samiʕanˈnuːra,,,,PASS,
5516,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الصَّوْتَ,Aloqamaru samiEa AlS~awota,a l q A m a r u0 + s a m i0 E a + SS A w t a,ˈalqɑmaru samiʕasˤˈsˤɑwta,,,,PASS,
5517,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْقَلْبَ,Aloqamaru samiEa Aloqaloba,a l q A m a r u0 + s a m i0 E a + l q A l b a,ˈalqɑmaru samiʕalˈqɑlba,,,,PASS,
5518,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْمَكْتَبَ,Aloqamaru samiEa Alomakotaba,a l q A m a r u0 + s a m i0 E a + l m a k t a b a,ˈalqɑmaru samiʕalˈmaktaba,,,,PASS,
5519,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الشَّارِعَ,Aloqamaru samiEa Al$~aAriEa,a l q A m a r u0 + s a m i0 E a + $$ aa r i0 E a,ˈalqɑmaru samiʕaʃˈʃaːriʕa,,,,PASS,
5520,verbal_sentence_perfect,الْقَمَرُ سَمِعَ الْمَسْجِدَ,Aloqamaru samiEa Alomasojida,a l q A m a r u0 + s a m i0 E a + l m a s j i0 d a,ˈalqɑmaru samiʕalˈmasʤida,,,,PASS,
5521,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْكِتَابَ,Aloqamaru daxala AlokitaAba,a l q A m a r u0 + d a x A l a + l k i0 t aa b a,ˈalqɑmaru daxɑlalkiˈtaːba,,,,PASS,
5522,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْبَيْتَ,Aloqamaru daxala Alobayota,a l q A m a r u0 + d a x A l a + l b a y t a,ˈalqɑmaru daxɑlalˈbajta,,,,PASS,
5523,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْقَلَمَ,Aloqamaru daxala Aloqalama,a l q A m a r u0 + d a x A l a + l q A l a m a,ˈalqɑmaru daxɑˈlalqɑlama,,,,PASS,
5524,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْبَابَ,Aloqamaru daxala AlobaAba,a l q A m a r u0 + d a x A l a + l b aa b a,ˈalqɑmaru daxɑlalˈbaːba,,,,PASS,
5525,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْفَصْلَ,Aloqamaru daxala AlofaSola,a l q A m a r u0 + d a x A l a + l f A S l a,ˈalqɑmaru daxɑlalˈfɑsˤla,,,,PASS,
5526,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الطَّرِيقَ,Aloqamaru daxala AlT~ariyqa,a l q A m a r u0 + d a x A l a + TT A r ii0 q A,ˈalqɑmaru daxɑlatˤːɑˈriːqɑ,,,,PASS,
5527,verbal_sentence_perfect,الْقَمَرُ دَخَلَ النُّورَ,Aloqamaru daxala Aln~uwra,a l q A m a r u0 + d a x A l a + nn uu0 r a,ˈalqɑmaru daxɑlanˈnuːra,,,,PASS,
5528,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الصَّوْتَ,Aloqamaru daxala AlS~awota,a l q A m a r u0 + d a x A l a + SS A w t a,ˈalqɑmaru daxɑlasˤˈsˤɑwta,,,,PASS,
5529,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْقَلْبَ,Aloqamaru daxala Aloqaloba,a l q A m a r u0 + d a x A l a + l q A l b a,ˈalqɑmaru daxɑlalˈqɑlba,,,,PASS,
5530,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْمَكْتَبَ,Aloqamaru daxala Alomakotaba,a l q A m a r u0 + d a x A l a + l m a k t a b a,ˈalqɑmaru daxɑlalˈmaktaba,,,,PASS,
5531,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الشَّارِعَ,Aloqamaru daxala Al$~aAriEa,a l q A m a r u0 + d a x A l a + $$ aa r i0 E a,ˈalqɑmaru daxɑlaʃˈʃaːriʕa,,,,PASS,
5532,verbal_sentence_perfect,الْقَمَرُ دَخَلَ الْمَسْجِدَ,Aloqamaru daxala Alomasojida,a l q A m a r u0 + d a x A l a + l m a s j i0 d a,ˈalqɑmaru daxɑlalˈmasʤida,,,,PASS,
5533,verbal_sentence_perfect,الْقَمَرُ خَرَجَ الْكِتَابَ,Aloqamaru xaraja AlokitaAba,a l q A m a r u0 + x A r a j a + l k i0 t aa b a,ˈalqɑmaru xɑraʤalkiˈtaːba,,,,PASS,
